imageName,realT,realR,time,method,detectedT,detectedR,isSuccess,errorT,errorR,detectionSettings
0.png,"[-0.23053423785741892, -0.050317334849565964, 1.143914161457325]","[-2.9355712422849782, 0.8872431861472238, 0.0053804379355310095]",0.0,aruco,"[-0.2289068191567537, -0.04937223621454344, 1.168708012830327]","[-2.9253142802375725, 0.9141779319276333, 0.06735519550832003]",True,"[0.0016274187006652119, 0.000945098635022526, 0.024793851373002163]","[0.012980783703014791, 0.038994486705238605, -0.017221535016927397]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
1.png,"[-0.2269155375908065, -0.03382618985499025, 1.1495821029247713]","[-2.8491935674015005, 0.568500889669082, -0.0055694003516589576]",0.0666666666666666,aruco,"[-0.22984473748299186, -0.03559453254643313, 1.1834044106317603]","[-2.8367924098138926, 0.6028600901481229, -0.008211775040024075]",True,"[-0.0029291998921853746, -0.0017683426914428813, 0.03382230770698902]","[0.005388257066661219, 5.7418897432770985e-05, -0.02476113118597808]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
2.png,"[-0.226657584579425, -0.017588001711638268, 1.157867947934308]","[-2.73391057790181, 0.2572935095985162, -0.01596554567142969]",0.1333333333333333,aruco,"[-0.22994616059760972, -0.021433994864104317, 1.2055671859325148]","[-2.719179870800942, 0.27958482253979267, 0.005537218192675797]",True,"[-0.003288576018184719, -0.003845993152466049, 0.047699237998206856]","[0.014287391392276673, 0.01711015139981453, -0.01347105413941346]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
3.png,"[-0.22982831497031722, -0.0029586648524763115, 1.1682682254672698]","[-2.59302092498648, -0.03668340683824407, -0.025484119293773873]",0.2,aruco,"[-0.2307340997911395, -0.008173639430075347, 1.2018122203478088]","[-2.584401915897489, -0.010221823025911575, -0.014854098364626025]",True,"[-0.0009057848208222918, -0.005214974577599035, 0.03354399488053894]","[0.008953639463792292, 0.01298228934873531, -0.016652414170102645]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
4.png,"[-0.23592721757718813, 0.00890584392311794, 1.1799957516145707]","[-2.4326908483753527, -0.30564655922566725, -0.033897844293079626]",0.2666666666666666,aruco,"[-0.234829091092833, 0.0017945718664622561, 1.2075401161653452]","[-2.416630409595194, -0.27704716629935117, -0.026101233377703516]",True,"[0.0010981264843551164, -0.007111272056655684, 0.02754436455077447]","[0.01803636361775353, 0.014698196304069567, -0.016907122813009993]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
5.png,"[-0.2439991041922021, 0.017314284374371325, 1.1921335667266344]","[-2.26110959408292, -0.5440316758465927, -0.04107945413816557]",0.3333333333333333,aruco,"[-0.2424599110595151, 0.009884818201346224, 1.226556123521512]","[-2.249630272036695, -0.5089852762488817, -0.0245254166893623]",True,"[0.0015391931326870223, -0.0074294661730251, 0.03442255679487771]","[0.014158047917296277, 0.02568634794498763, -0.017397586116439406]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
6.png,"[-0.2528598234390924, 0.02216963556349688, 1.2038144558388777]","[-2.08760741803635, -0.748536804904826, -0.04699509743739459]",0.4,aruco,"[-0.2516193417966265, 0.014744259641278967, 1.2446657977471427]","[-2.0708216844612903, -0.729683297833114, -0.02796144149455534]",True,"[0.0012404816424659293, -0.0074253759222179146, 0.040851341908265004]","[0.015187163854705508, 0.024396103691559718, -0.0015903138339769043]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
7.png,"[-0.26134974114946763, 0.02393125033520671, 1.2143661330883855]","[-1.921823639865278, -0.9179232092200973, -0.05168932426003073]",0.4666666666666667,aruco,"[-0.25076383017801207, 0.01795568818508511, 1.2361031159723073]","[-1.9120799401070852, -0.7807778385757201, 0.07723239232208717]",True,"[0.010585910971455559, -0.005975562150121599, 0.021736982883921785]","[0.00022022086407031657, 0.15616320386956042, -0.034133160128789246]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
8.png,"[-0.2685293751194626, 0.023444281795537314, 1.2233811610655474]","[-1.7729797005097474, -1.0526152198597407, -0.05526367868651312]",0.5333333333333333,aruco,"[-0.2629289753758839, 0.015269290549409413, 1.251220224898172]","[-1.7607078438399728, -1.0235492778750135, -0.038328180225084746]",True,"[0.005600399743578732, -0.0081749912461279, 0.02783906383262469]","[0.012227539862699475, 0.03016441399054673, -0.005762193707577794]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
9.png,"[-0.2737682694492099, 0.021711396577587527, 1.2307042667161663]","[-1.6492867654610825, -1.154156060312314, -0.057851259588335806]",0.6,aruco,"[-0.27006742849892, 0.013790511223772214, 1.2717690539260547]","[-1.6367855513313523, -1.1265932481632073, -0.04878480255617863]",True,"[0.0037008409502898854, -0.007920885353815313, 0.041064787209888376]","[0.014289183061081604, 0.02571367558269369, -0.006482951889349083]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
